customer_id,timestamp,age,gender,employment_status,annual_income,credit_score,loan_amount,loan_tenure_months,interest_rate,monthly_installment,payment_status,days_late,outstanding_balance,default_flag,fraud_flag
1882,133,58,0,1,1315902,582,337198,36,15.58,10825.93,0,17.5,178678,0,1
1883,356,64,0,2,452755,566,190259,12,7.57,17055.13,1,0,41818,0,0
1884,559,36,0,0,572305,558,498782,60,16.31,9668.89,1,0,358315,0,1
1885,359,24,0,2,378468,590,188866,48,10.64,4353.36,1,0,83012,0,1
1886,207,62,0,2,1384555,310,529391,12,16.43,51364.16,1,0,214259,0,0
1887,433,60,1,1,634223,779,865389,60,17.66,16970.28,0,9,27862,0,1
1888,624,24,0,0,428620,699,689723,60,17.76,13536.96,1,0,283831,0,0
1889,302,58,1,2,925424,693,853755,48,8.51,19300.2,1,0,650855,0,1
1890,561,49,1,2,1147750,824,283607,60,16.68,5515.21,0,3,23258,0,1
1891,660,52,1,2,352827,753,607696,48,21.67,15403.83,0,17.5,239873,0,1
1892,489,41,1,0,1611621,555,822603,12,21.91,58362.4525,1,0,482714,0,0
1893,247,64,1,2,1822130,819,686277,12,9.36,58362.4525,1,0,305404,0,1
1894,489,51,1,0,760273,699,283932,24,15.18,13626.37,1,0,253366,0,1
1895,711,29,1,1,773005,549,773915,48,9.27,17617.85,1,0,78333,0,0
1896,332,60,1,0,1372177,739,953265,12,20.77,58362.4525,1,0,406835,0,1
1897,345,57,1,0,258334,461,468649,12,17.61,45931.51,1,0,40560,0,1
1898,723,58,1,0,1552769,548,568500,12,11.64,52889.45,1,0,551154,0,1
1899,426,42,0,1,1316519,820,541916,36,13.63,17104.98,1,0,539066,0,1
1900,304,30,0,1,498974,754,116753,48,21.62,2958.23,1,0,64224,0,1
1901,371,36,0,0,1057444,556,848829,60,11.85,15823.59,1,0,843639,0,1
1902,239,24,0,1,1690773,360,932380,60,8.47,16855.88,1,0,861464.5,0,1
1903,634,38,1,2,843397,653,983234,24,14.11,46748.68,1,0,59518,0,1
1904,230,44,1,1,1751216,758,291923,60,18.69,5774.72,1,0,218707,0,1
1905,622,38,1,1,1052786,533,770592,36,21.15,25932.56,0,17.5,534706,0,0
1906,567,26,0,1,1939782,619,132055,36,11.05,4073.53,1,0,25936,0,1
1907,265,40,1,0,971780,570,920694,36,15.55,29551.72,1,0,861464.5,0,1
1908,139,43,1,2,796126,655,961968,48,9.37,21918.84,1,0,458064,0,0
1909,513,40,0,1,642192,308,577721,60,17.48,11311.78,1,0,64286,0,0
1910,339,52,0,2,1373263,752,284512,48,8.2,6413.37,1,0,154826,0,1
1911,590,45,0,2,1508013,667,673105,60,19.2,13372.35,1,0,132346,0,0
1912,608,59,0,0,1814289,445,52400,12,17.12,5114.24,1,0,17194,0,1
1913,440,22,1,1,838831,391,603998,12,21.44,58362.4525,1,0,358179,0,1
1914,92,30,1,2,1625507,334,618189,36,21.15,20803.78,0,4,580039,0,1
1915,60,35,0,1,576210,811,438747,48,8.76,9941.28,0,17.5,20470,0,1
1916,727,30,1,2,1128803,636,863556,48,21.24,21811.99,1,0,696747,0,0
1917,549,29,1,2,733141,670,389762,36,10.18,11928.88,1,0,267434,0,1
1918,233,57,0,2,1102748,637,764079,60,16.21,14798.94,0,17.5,492019,0,1
1919,0,34,1,0,1482861,618,130628,12,17.07,12743.85,0,8,48416,0,0
1920,201,33,0,0,751145,771,600940,12,11.38,55777.25,1,0,181366,0,1
1921,370,55,1,0,1775721,379,991770,36,10.56,30458.36,0,5,861464.5,0,1
1922,28,23,0,1,1061348,410,100426,48,14.2,2389.3,1,0,66473,0,1
1923,306,56,1,1,1152009,702,319661,48,10.04,7328.23,0,17.5,1305,0,0
1924,605,48,1,1,429574,751,192314,12,17.7,18862.8,1,0,170667,0,0
1925,301,47,1,0,1241903,484,395811,48,11.33,9180.34,1,0,240562,0,1
1926,570,55,1,1,833675,358,232249,60,14.9,4447.57,0,17.5,125545,0,0
1927,101,62,0,2,503684,468,73411,60,21.71,1489.14,0,17.5,17411,0,1
1928,477,61,1,0,1761215,694,200702,24,20.61,10086.11,1,0,152222,0,1
1929,0,24,1,2,873990,435,845620,60,7.61,15166.19,1,0,578240,0,1
1930,27,60,1,0,1126754,680,952261,36,20.98,32001.26,1,0,785217,0,1
1931,639,24,0,0,550218,371,999087,24,9.16,45441.81,1,0,861464.5,0,1
1932,576,31,1,2,1124276,699,767287,36,18.42,25239.48,1,0,746063,0,1
1933,637,45,1,0,1612426,449,970339,12,14.09,58362.4525,1,0,507818,0,0
1934,329,32,0,1,1610259,632,163443,12,14.06,15535.26,0,7,20400,0,1
1935,542,44,0,1,300482,468,86410,60,13.5,1634.59,1,0,7976,0,1
1936,568,55,0,1,225322,450,674958,12,9.78,58362.4525,1,0,167243,0,1
1937,676,61,1,1,281100,338,357058,60,13.47,6752.56,0,4,76694,0,0
1938,679,59,1,1,1721145,432,150837,48,12.44,3533.36,0,17.5,33511,0,1
1939,630,63,1,1,467067,554,995600,48,20.63,25020.67,1,0,450642,0,0
1940,236,53,0,0,1706824,452,905351,24,17.29,44245.26,0,14,861464.5,0,0
1941,329,52,1,0,1386625,834,218063,12,16.95,21252.06,1,0,169612,0,1
1942,467,51,1,2,991987,552,714485,48,14.96,17111.92,0,17.5,431158,0,0
1943,246,52,0,1,557656,576,967983,36,18.8,31943.44,1,0,773761,0,1
1944,108,32,0,2,1332320,508,197456,12,15.62,19024.89,1,0,193300,0,1
1945,41,58,1,1,1512791,344,488197,24,18.38,24080.32,1,0,243529,0,1
1946,371,46,0,2,1024514,359,944201,24,10.07,43303.42,1,0,159868,0,1
1947,648,51,1,1,1961166,511,470121,36,13.75,14854.52,1,0,383231,0,1
1948,322,37,1,1,1618950,758,886062,60,17.92,17414.07,1,0,757251,0,1
1949,284,38,1,2,1724590,421,440232,60,19.95,8800.97,1,0,290416,0,0
1950,405,28,1,0,556693,784,790330,36,14.97,25240.07,0,17.5,280621,0,1
1951,13,54,0,2,1950065,312,884878,60,19.67,17648.89,1,0,171725,0,1
1952,377,61,0,1,1050429,429,483329,12,9.66,44168.22,1,0,289003,0,1
1953,357,28,1,0,1569623,483,751873,48,21.96,19103.84,1,0,144983,0,1
1954,537,55,1,2,1512513,443,82754,36,11.46,2562.16,0,3,11322,0,0
1955,31,49,1,1,1551155,465,803764,48,10.48,18499.97,1,0,378099,0,1
1956,250,48,0,2,267077,847,106671,12,13.95,10129.3,0,17.5,74918,0,1
1957,476,55,0,1,1600492,477,579375,36,9.06,17551.84,1,0,172589,0,0
1958,237,41,0,0,1749490,363,911996,36,17.09,29662.67,1,0,777766,0,1
1959,654,49,0,1,263485,836,861506,60,17.74,16905.62,1,0,214225,0,1
1960,281,33,0,2,1424310,463,889217,60,8.38,16062.22,0,8,814271,0,0
1961,416,60,1,0,1452588,629,92213,60,12.83,1734.07,1,0,24485,0,1
1962,460,47,0,0,874315,557,381162,12,14.37,36327.91,0,8,191757,0,0
1963,644,29,0,2,1410671,715,528822,24,7.99,23794.79,1,0,439031,0,1
1964,448,51,1,0,965649,615,84283,48,9.9,1929.73,0,17.5,70527,0,1
1965,707,54,1,2,1726423,690,490143,24,12.69,23014.26,0,17.5,384709,0,1
1966,337,51,0,0,1211647,639,137793,24,12.66,6468.23,1,0,87276,0,1
1967,491,55,0,0,1722013,776,893789,36,17.31,29125.11,0,17.5,558942,0,0
1968,189,52,0,1,1446986,747,285947,36,16.75,9273.42,0,17.5,128566,0,1
1969,371,64,1,1,1216953,746,896360,48,14.28,21340.84,1,0,645110,0,1
1970,222,30,0,1,1816861,423,860404,12,20.49,58362.4525,1,0,57769,0,1
1971,574,52,1,2,444279,387,677092,48,19.1,16800.35,1,0,330047,0,1
1972,173,25,1,1,1577556,810,705325,48,9.23,16050.55,1,0,20403,0,1
1973,81,22,0,0,1750255,336,413312,12,19.5,41158.99,1,0,243944,0,1
1974,25,44,1,0,1117499,677,684502,36,9.41,20803.16,1,0,615449,0,0
1975,476,59,0,1,230630,341,109902,12,15.02,10534.11,0,6,104151,0,1
1976,210,44,1,2,1503791,478,509557,12,16.13,49312.38,1,0,77614,0,1
1977,155,55,0,0,470377,844,391280,48,7.91,8796.46,1,0,361084,0,1
1978,227,61,0,1,1291432,396,459469,48,12.79,10796.56,0,6,57693,0,1
1979,168,61,1,1,953161,687,782577,36,8.9,23672.95,1,0,704478,0,0
1980,438,26,1,0,1558301,728,100128,12,11.54,9306.9,0,17.5,74125,0,0
1981,76,50,0,1,743659,662,844360,48,20.12,21130.11,1,0,528732,0,0
1982,17,32,1,2,736278,700,483620,60,20.45,9708.67,0,3,17990,0,1
1983,228,28,0,2,668100,658,750470,60,16.64,14589.14,0,17.5,575433,0,1
1984,163,27,1,2,603113,698,51781,12,14.32,4933,1,0,7656,0,1
1985,580,53,1,0,1828958,569,298958,12,15.32,28729.86,0,13,260167,0,0
1986,313,59,0,1,746589,713,311013,24,8.4,14047.42,1,0,152085,0,0
1987,708,47,0,0,1599335,733,330723,36,20.16,11038.8,1,0,267753,0,1
1988,679,43,1,2,1611963,455,309207,12,15.42,29740.56,1,0,302599,0,0
1989,60,22,1,2,703742,650,763499,36,17.44,24907.03,1,0,338081,0,1
1990,492,34,0,1,1649859,746,710617,24,20.61,35711.47,1,0,234758,0,0
1991,619,48,0,1,606797,362,149939,36,18.94,4953.82,1,0,64904,0,1
1992,435,61,1,1,1067779,824,862346,48,8.67,19523.15,0,17.5,581398,0,1
1993,127,57,0,0,815681,623,772291,12,16.76,58362.4525,0,17.5,168365,0,1
1994,224,63,1,2,1285968,806,815721,48,20.92,20549.37,1,0,197685,0,1
1995,488,45,1,1,343481,365,552844,48,12.82,12994.14,1,0,510670,0,1
1996,634,59,0,1,1988780,638,358790,24,16.61,17432.71,1,0,184420,0,1
1997,562,38,0,1,1602025,568,829681,36,18.25,27252.72,1,0,801547,0,1
1998,572,60,1,2,1313781,770,470282,60,17.2,9186.18,0,17.5,299886,0,0
1999,232,50,0,0,1346102,540,742993,48,21.15,18752.83,1,0,241999,0,0
2000,542,33,1,1,1246345,806,313975,12,18.52,31010.26,1,0,44315,0,1
2001,263,63,0,1,253246,398,112770,36,7.87,3379.03,1,0,94350,0,1
2002,478,61,1,1,1686462,775,922792,60,20.78,18575.8,0,17.5,363814,0,0
2003,419,21,0,2,223504,671,57019,12,17.5,5583.11,1,0,51537,0,1
2004,577,65,1,2,1396072,772,239997,48,8.79,5439.43,0,6,100566,0,0
2005,729,45,0,1,709046,797,558514,48,10.71,12881.89,1,0,298030,0,1
2006,190,57,0,1,501257,789,232814,12,7.61,20877.6,1,0,197735,0,0
2007,196,58,1,0,412529,676,724173,36,15.1,23153.42,0,17.5,125384,0,1
2008,390,62,0,1,1483033,725,803493,48,8.25,18120.44,1,0,41810,0,1
2009,78,40,0,2,1817021,675,737116,24,21.18,37218.22,1,0,430244,0,1
2010,565,64,1,2,1318286,730,504105,12,21.21,50918.81,0,17.5,112078,0,1
2011,239,64,1,0,1625197,418,597266,24,9.9,27349.81,1,0,246851,0,1
2012,165,56,1,1,1295874,770,537109,12,11.29,49812.38,0,17,184136,0,1
2013,350,52,1,2,1966261,406,588427,24,9.65,26883.76,1,0,579088,0,1
2014,375,61,1,1,1711533,585,898744,60,16.54,17456.6,0,17.5,440504,0,1
2015,400,61,0,0,913257,793,927693,36,20.79,31126.68,1,0,49811,0,1
2016,69,34,0,0,1277990,484,822571,12,16.47,58362.4525,1,0,43958,0,1
2017,121,40,1,0,440059,360,267488,60,7.94,4812.11,0,6,169768,0,1
2018,25,63,1,0,840477,322,824631,48,13.23,19452.7,1,0,477636,0,0
2019,726,55,1,0,1441408,339,380599,24,13.31,17969.03,0,6,266632,0,0
2020,521,49,0,1,991331,402,440875,36,14.26,13992.88,0,4,408375,0,1
2021,722,40,1,1,1374611,717,383368,24,19.88,19149.23,1,0,92228,0,1
2022,69,53,0,2,1924797,416,911152,48,13.46,21537.36,1,0,90969,0,1
2023,460,45,1,1,566673,697,428200,24,18.79,21194.12,1,0,414314,0,0
2024,36,24,0,0,1368833,662,545790,60,10.71,10070.74,1,0,269158,0,1
2025,673,36,1,0,941029,701,431966,48,18.26,10642.56,0,17.5,161616,0,1
2026,63,39,0,0,1685724,709,892009,60,18.75,17654.34,0,17.5,184244,0,1
2027,563,35,1,0,287816,691,436491,24,9.58,19929.45,1,0,417870,0,1
2028,190,34,0,2,1537589,380,749747,48,9.01,17027.07,1,0,525532,0,0
2029,646,63,1,2,1566423,511,374953,12,14.27,35704.9,1,0,318011,0,0
2030,229,59,0,0,609867,655,597651,12,19.51,58362.4525,1,0,422970,0,1
2031,454,55,0,0,1100711,499,604630,36,7.73,18093.55,0,17.5,449313,0,1
2032,41,31,1,2,849933,733,328722,60,16.09,6360.22,0,2,29195,0,0
2033,147,61,0,0,846316,613,498166,12,8.72,45133.84,1,0,95369,0,0
2034,354,46,1,1,674782,349,421447,24,17.87,20698.32,1,0,234998,0,1
2035,711,37,0,1,298977,656,262177,12,8.59,23724.83,0,10,165020,0,0
2036,350,31,1,1,919922,401,850511,24,17.25,41551.01,1,0,32964,0,1
2037,226,27,1,2,983893,547,512435,48,10.5,11796.68,1,0,88786,0,1
2038,624,58,0,2,1341096,519,472289,24,9.47,21542.28,1,0,88166,0,1
2039,3,28,0,2,1152630,768,151895,48,20.63,3817.31,1,0,111213,0,1
2040,157,57,1,0,588831,764,941523,12,21.92,58362.4525,1,0,861464.5,0,1
2041,409,37,0,1,1829355,726,517695,24,18.3,25518.05,1,0,41384,0,1
2042,711,28,1,1,372925,607,785808,36,16.97,25532.21,1,0,244286,0,1
2043,576,31,1,0,921621,838,328681,60,20,6573.62,1,0,122784,0,0
2044,155,56,0,2,1532915,562,163270,36,16.58,5287.23,1,0,10665,0,1
2045,581,35,0,0,1263640,318,668847,12,9.57,58362.4525,0,17.5,350882,0,0
2046,475,49,0,2,1649604,387,308767,60,11.7,5748.21,1,0,11752,0,1
2047,404,48,0,0,489115,576,152056,48,15.76,3667.08,0,10,140947,0,0
2048,478,63,0,1,1171918,765,931909,48,10.98,21546.51,1,0,529712,0,0
2049,671,23,1,2,1956147,640,96420,24,9.08,4382.29,1,0,23104,0,1
2050,103,39,1,2,551779,634,910380,60,19.47,18127.18,1,0,403762,0,1
2051,556,47,1,2,314591,620,806606,36,15.78,25941.35,1,0,778885,0,0
2052,569,52,1,0,780179,424,454768,48,7.91,10223.75,1,0,286883,0,0
2053,201,50,0,1,248429,352,968741,60,21.44,19607.32,0,7,349865,0,0
2054,299,55,0,2,1059124,710,522368,12,11.46,48519.28,0,17.5,180643,0,0
2055,536,47,0,0,873590,568,598389,12,7.69,53700.43,1,0,294400,0,1
2056,309,36,1,1,1328776,354,816741,48,11.89,19038.57,1,0,262850,0,0
2057,509,60,1,1,331568,487,791206,60,16.46,15357.31,1,0,619832,0,0
2058,162,51,1,2,419580,359,444318,48,19.68,11078.33,1,0,46137,0,0
2059,204,61,1,0,693719,330,718184,60,11.47,13342.66,1,0,584061,0,1
2060,179,47,0,1,1522742,473,50357,48,17.09,1228.4,1,0,24267,0,0
2061,366,49,1,2,246035,320,277812,36,10.92,8559.7,1,0,133114,0,1
2062,141,33,0,1,1983694,440,944656,24,14.91,45229.34,1,0,191469,0,1
2063,268,58,1,0,1945441,597,531584,36,14.97,16976.73,0,10,34870,0,1
2064,106,60,1,2,220748,506,77346,24,21.46,3914.35,1,0,38170,0,1
2065,723,63,0,2,571175,616,680715,60,12.28,12738.45,0,17.5,68208,0,1
2066,77,28,0,1,320865,387,146179,48,9.48,3334.1,0,2,121172,0,1
2067,61,36,1,1,1898232,567,908004,48,8.08,20445.22,0,17.5,13954,0,1
2068,249,41,0,0,1628021,444,816658,36,16.67,26466.52,1,0,522175,0,1
2069,88,31,1,1,423377,759,472930,48,8.36,10676.39,0,15,69423,0,1
2070,253,42,1,0,1692409,353,896113,48,20.69,22531.64,0,10,179353,0,0
2071,481,45,1,1,288389,501,113213,48,19.64,2821.83,1,0,52733,0,1
2072,179,29,0,1,1195320,512,988781,60,19.96,19769.03,1,0,352877,0,0
2073,267,53,1,2,260260,303,819389,36,15.67,26327.42,1,0,268296,0,0
2074,605,48,0,1,641951,460,155105,60,10.73,2862.46,1,0,11597,0,0
2075,618,27,1,0,756455,669,966092,60,21.26,19524.72,1,0,760723,0,1
2076,557,35,1,2,557572,335,317728,36,16.53,10284.68,0,8,70939,0,1
2077,536,58,1,1,1894695,523,488273,48,17.84,11987.1,1,0,236380,0,1
2078,588,35,1,0,838124,780,476769,24,12.49,22346.56,1,0,14369,0,1
2079,220,25,1,2,1075049,473,313555,48,19.04,7776.16,1,0,116982,0,1
2080,48,47,0,1,1344747,434,359255,12,18.81,35569.24,1,0,14986,0,1
2081,571,40,1,1,1644788,727,821032,36,12.64,25689.18,1,0,309157,0,1
2082,489,59,1,2,1357935,841,256820,36,15.52,8241.07,1,0,13321,0,0
2083,113,61,0,1,541895,558,127081,48,18.89,3147.64,1,0,20640,0,0
2084,233,41,1,0,1557650,717,333819,60,19.23,6633.54,0,2,190719,0,0
2085,456,53,0,0,1419642,706,780698,36,8.8,23594.43,1,0,456514,0,0
2086,248,64,0,0,351907,412,393304,60,8.54,7114.87,1,0,247586,0,1
2087,54,45,0,2,305876,534,193595,48,14.36,4612.4,1,0,120456,0,1
2088,258,43,0,1,408904,329,601284,24,10.06,27573.88,1,0,109496,0,1
2089,46,22,0,0,600462,514,310100,12,8.62,28069.22,1,0,57677,0,0
2090,298,28,0,1,1241373,702,453919,48,14.32,10810.84,1,0,411609,0,0
2091,167,38,1,2,1355626,389,548594,12,17.27,53611.35,1,0,490610,0,0
2092,708,56,0,1,608524,706,259199,12,12.84,24373.35,1,0,79267,0,1
2093,179,61,1,2,1521680,784,310567,60,7.53,5565.88,1,0,97344,0,1
2094,134,42,1,1,1952285,607,422657,60,8.91,7671.93,1,0,59320,0,1
2095,623,32,0,0,1962338,605,250116,60,12.54,4691.34,1,0,138937,0,1
2096,654,58,1,0,1902933,383,832000,48,8.33,18777.2,0,5,114109,0,1
2097,53,41,0,0,1511928,422,169593,12,7.96,15257.72,0,13,35966,0,0
2098,411,42,0,1,1560515,631,508648,48,15.45,12234.04,1,0,427593,0,1
2099,562,22,1,2,733492,529,300389,36,17.09,9770.15,1,0,90547,0,1
2100,186,45,1,2,488604,385,712318,12,21.34,58362.4525,0,17.5,533494,0,0
2101,681,24,1,0,822197,477,451133,24,9.68,20616.78,1,0,51625,0,1
2102,624,32,1,2,548908,396,866459,60,13.18,16344.3,1,0,126316,0,0
2103,390,22,1,1,1690997,432,737237,12,10.46,58362.4525,1,0,164398,0,1
2104,134,29,0,1,1951981,363,837940,36,20.81,28119.87,0,17.5,813762,0,0
2105,602,59,0,0,548926,757,911042,36,16.66,29522.82,1,0,168925,0,1
2106,549,30,1,1,1439885,341,52389,36,17.89,1715.59,0,17.5,35724,0,1
2107,130,43,1,0,1357874,742,360714,24,11.59,16771.7,1,0,281,0,1
2108,727,50,1,1,356613,736,788503,36,21.79,26675.49,0,17.5,16589,0,0
2109,15,57,0,0,1687764,363,602512,24,13.66,28533.96,0,4,422630,0,1
2110,594,56,1,0,447241,381,285994,48,21.61,7245.78,1,0,64744,0,1
2111,76,27,1,1,1227626,586,475868,48,12.21,11124.41,1,0,83914,0,0
2112,440,42,0,2,1213092,386,284164,24,12.62,13334.4,0,2,111300,0,1
2113,108,28,1,0,310747,420,429302,60,14.79,8213.26,1,0,19002,0,0
2114,686,46,0,1,1645548,746,800811,60,19.73,15980.18,0,17.5,289879,0,1
2115,690,21,0,0,849140,401,783870,24,12.8,36841.89,1,0,563748,0,0
2116,284,54,0,2,366276,796,851130,36,18.66,28054.19,1,0,735465,0,1
2117,349,50,0,1,608933,374,936163,12,13.19,58362.4525,1,0,292792,0,1
2118,465,58,0,2,696429,556,82508,36,15.34,2643.46,1,0,52869,0,0
2119,473,57,0,0,1309427,386,428779,48,16.87,10439.88,1,0,114438,0,0
2120,619,64,0,1,1563888,407,930047,24,9.62,42479.9,0,17.5,685908,0,1
2121,344,51,1,2,339068,794,764393,60,18.27,15067.46,0,9,192634,0,1
2122,322,32,0,2,1786770,553,744790,24,16.59,36181.28,1,0,482773,0,0
2123,18,22,0,2,1458225,383,914223,60,15.57,17609.46,1,0,595123,0,1
2124,74,28,0,0,474393,812,862494,12,9.43,58362.4525,1,0,695970,0,1
2125,553,59,0,1,565489,576,851147,48,9.65,19443.39,0,1,761753,0,1
2126,52,27,0,2,1222396,627,264285,12,16.93,25752.37,0,8,1506,0,0
2127,425,43,0,1,1855617,407,493599,36,19.48,16382,1,0,215269,0,1
2128,416,39,1,0,1405001,824,52841,36,8.84,1597.56,1,0,27766,0,1
2129,585,45,1,2,1932026,825,770846,48,13.94,18297.96,1,0,165030,0,0
2130,322,64,1,0,1831924,438,345552,12,9.48,31525.86,1,0,272475,0,0
2131,215,54,0,2,1977911,658,217222,36,9.75,6622.25,0,7,102970,0,0
2132,150,44,1,2,1863313,531,79805,24,10.54,3675.69,0,11,3084,0,1
2133,287,59,0,1,1540636,396,339290,12,17.42,33199.53,1,0,243889,0,1
2134,58,41,0,0,1725458,540,196681,60,9.15,3577.96,1,0,38124,0,1
2135,281,47,0,2,1095789,582,336807,48,15.35,8093.89,0,17.5,310958,0,0
2136,424,36,0,1,277475,520,995877,24,16.11,48179.7,0,9,804624,0,0
2137,548,53,1,0,878399,646,286791,60,21,5783.62,0,17.5,283015,0,1
2138,75,35,0,1,1656011,510,952222,12,12.08,58362.4525,1,0,861464.5,0,0
2139,517,59,1,1,306067,802,906717,36,8.3,27277.07,0,5,335806,0,1
2140,573,31,0,2,631298,713,677564,12,9.75,58362.4525,1,0,312597,0,0
2141,524,50,0,2,1182526,380,609101,60,11.74,11343.49,1,0,158453,0,0
2142,709,52,1,2,1666050,472,803188,48,8.3,18121.93,1,0,491924,0,0
2143,515,28,0,2,1281824,434,132927,36,8.42,4003.32,1,0,31076,0,0
2144,73,31,1,2,1719672,521,973702,60,18.15,19173.82,1,0,845402,0,1
2145,157,56,1,0,587458,791,388879,24,12.84,18283.79,0,17.5,151624,0,1
2146,27,61,1,1,1487514,596,559020,12,13,52641.05,1,0,412618,0,1
2147,338,58,0,1,1444465,674,550245,60,20.16,11019.57,1,0,235270,0,1
2148,626,43,0,0,542463,778,567233,12,11.05,52492.69,0,17.5,333420,0,1
2149,19,24,1,2,921068,409,887916,12,15.49,58362.4525,1,0,676613,0,1
2150,377,50,0,2,912819,699,757435,36,13.33,23844.47,0,1,304502,0,1
2151,42,40,1,1,317172,719,948243,60,9.27,17269.09,1,0,353108,0,1
2152,467,55,1,0,1701032,629,233393,36,11.08,7201.47,1,0,133732,0,1
2153,119,46,0,0,1589128,760,338677,24,11.42,15723.08,1,0,124892,0,1
2154,104,34,1,2,1610676,517,835491,36,17.27,27216.12,0,13,520692,0,1
2155,293,43,1,1,1650676,663,329383,48,21.41,8331.33,0,17.5,256327,0,1
2156,617,53,0,1,1694029,311,602273,60,7.91,10831.88,1,0,359877,0,0
2157,345,34,1,2,1674099,807,900410,60,14.56,17191.83,1,0,380641,0,1
2158,472,25,0,2,1415376,376,937134,60,7.81,16838.74,0,17,771820,0,1
2159,687,62,0,0,1747031,636,152430,12,15.12,14623.12,1,0,142021,0,0
2160,70,35,1,1,1144226,833,359299,24,15.31,17262.82,0,2,125565,0,1
2161,188,25,1,2,748648,432,90341,24,13.92,4288.19,1,0,16894,0,0
2162,170,36,1,2,586938,725,839791,12,7.66,58362.4525,1,0,727256,0,1
2163,617,62,1,2,327514,835,495129,60,17.36,9684.72,1,0,345695,0,1
2164,329,41,0,0,454223,800,559559,60,17.22,10931.92,1,0,55698,0,0
2165,613,49,0,2,1764504,372,274361,48,12.44,6426.91,1,0,117153,0,0
2166,262,44,1,2,435712,828,901028,24,12.11,42089.27,0,17.5,107074,0,1
2167,204,29,0,1,1366223,427,797041,24,21.8,40449.83,0,17.5,690029,0,1
2168,334,22,1,0,565706,345,437363,36,15.16,13990.76,1,0,137901,0,0
2169,355,45,1,1,565574,516,305955,12,17.98,30080.48,1,0,37239,0,1
2170,627,38,1,0,676830,680,688791,60,12.37,12899.91,0,5,307993,0,1
2171,75,31,0,0,1525428,649,588624,60,15.01,11282.94,1,0,139335,0,1
2172,480,63,0,0,1624021,759,635006,24,15.73,30620.52,1,0,434182,0,1
2173,556,41,0,0,323309,581,654727,48,13.76,15517.03,0,17.5,497657,0,1
2174,309,43,1,0,590293,710,628735,12,13.57,58362.4525,0,2,124875,0,0
2175,365,55,1,0,392562,683,315303,12,14.34,30043.12,0,10,309584,0,1
2176,655,46,1,0,1728674,486,633811,60,8.78,11490.99,1,0,40761,0,0
2177,130,37,1,1,1939531,337,281146,48,20.46,7055.59,0,17.5,130630,0,1
2178,300,26,0,0,966185,432,284078,60,20.19,5690.56,0,17.5,37835,0,1
2179,237,29,0,1,237840,532,669098,24,13.07,31522.88,0,3,237222,0,1
2180,672,41,1,0,1184034,503,970834,12,12.55,58362.4525,1,0,118702,0,1
2181,464,40,1,0,768987,809,224493,24,13.24,10592.33,0,12,39913,0,1
2182,553,39,1,1,216014,308,609823,60,12.3,11413.85,0,3,380140,0,0
2183,349,21,0,0,1689699,616,760066,60,15.19,14592,0,17.5,613248,0,1
2184,64,41,1,1,1660371,601,438743,48,14.21,10439.34,0,17.5,318342,0,0
2185,580,26,0,1,415085,409,753754,60,9.59,13767.32,0,10,534124,0,1
2186,138,47,0,2,402820,505,149153,24,20.75,7504.26,0,1,30662,0,1
2187,477,46,1,0,1513760,588,713469,36,19.54,23691.13,0,12,640255,0,1
2188,695,33,0,1,423797,626,938798,12,13.63,58362.4525,1,0,861464.5,0,1
2189,472,26,1,0,720862,651,991588,24,18.14,48810.92,1,0,524767,0,1
2190,229,46,0,2,324441,509,280130,36,15.55,8991.39,1,0,220322,0,0
2191,573,61,1,2,1516161,680,592574,24,20.86,29841.04,0,4,440338,0,1
2192,40,33,1,2,1766701,689,596701,36,19.12,19744.17,1,0,430692,0,1
2193,316,27,1,1,815054,498,522841,24,15.74,25214.01,1,0,466733,0,1
2194,485,29,1,1,1108125,325,350095,24,10.43,16108.75,0,15,103552,0,1
2195,271,48,1,0,832951,527,247171,48,21.08,6234.89,1,0,108032,0,1
2196,21,37,1,2,551316,311,63853,36,16.64,2068.84,0,17.5,51134,0,1
2197,158,30,1,0,1588596,620,260899,12,9.12,23724.42,1,0,154786,0,1
2198,236,60,0,0,914286,394,814847,36,10.31,24968.27,1,0,261471,0,1
2199,674,45,0,2,1711718,459,957343,60,13.76,18151.22,1,0,184615,0,1
2200,712,37,1,2,229084,515,617086,60,8.42,11150.74,0,2,558123,0,1
2201,311,35,0,2,836275,636,159973,60,14.24,3045.89,0,5,4715,0,0
2202,489,36,0,1,271494,346,742603,60,15.13,14249.31,0,17.5,32438,0,1
2203,519,59,0,0,1766501,798,184830,60,17.26,3612.19,1,0,63691,0,0
2204,351,51,1,2,514793,805,879231,12,9.6,58362.4525,1,0,857318,0,0
2205,227,36,0,1,1726863,416,675735,36,11.61,20949.66,1,0,39510,0,1
2206,92,35,1,2,915565,791,306006,24,20.68,15387,1,0,122774,0,0
2207,410,27,0,0,629177,791,331785,36,9.44,10086.26,1,0,287811,0,0
2208,459,52,0,0,1057138,481,583995,24,14.53,27868.73,0,6,53513,0,1
2209,271,24,0,2,1583145,587,320399,60,20.97,6459.78,1,0,218766,0,0
2210,2,41,0,0,501713,473,663324,60,21.8,13465.48,1,0,78820,0,1
2211,320,57,1,0,682942,371,881346,12,11.74,58362.4525,0,17.5,674544,0,0
2212,520,32,1,0,269918,620,982860,36,9.22,29818.88,0,17.5,656025,0,0
